,,
,, MGASCV.PV   M Gas Calorific Value
8/24/2024,21:04:00,1974
8/24/2024,21:05:00,1974
8/24/2024,21:06:00,1974
8/24/2024,21:07:00,1974
8/24/2024,21:08:00,1972
8/24/2024,21:09:00,1972
8/24/2024,21:10:00,1974
8/24/2024,21:11:00,1975
8/24/2024,21:12:00,1974
8/24/2024,21:13:00,1975
8/24/2024,21:14:00,1974
8/24/2024,21:15:00,1975
8/24/2024,21:16:00,1975
8/24/2024,21:17:00,1975
8/24/2024,21:18:00,1975
8/24/2024,21:19:00,1975
8/24/2024,21:20:00,1975
8/24/2024,21:21:00,1977
8/24/2024,21:22:00,1977
8/24/2024,21:23:00,1978
8/24/2024,21:24:00,1978
8/24/2024,21:25:00,1980
8/24/2024,21:26:00,1980
8/24/2024,21:27:00,1978
8/24/2024,21:28:00,1978
8/24/2024,21:29:00,1977
8/24/2024,21:30:00,1977
8/24/2024,21:31:00,1974
8/24/2024,21:32:00,1972
8/24/2024,21:33:00,1969
8/24/2024,21:34:00,1967
8/24/2024,21:35:00,1964
8/24/2024,21:36:00,1958
8/24/2024,21:37:00,1953
8/24/2024,21:38:00,1948
8/24/2024,21:39:00,1945
8/24/2024,21:40:00,1943
8/24/2024,21:41:00,1943
8/24/2024,21:42:00,1942
8/24/2024,21:43:00,1942
8/24/2024,21:44:00,1940
8/24/2024,21:45:00,1940
8/24/2024,21:46:00,1940
8/24/2024,21:47:00,1940
8/24/2024,21:48:00,1942
8/24/2024,21:49:00,1945
8/24/2024,21:50:00,1945
8/24/2024,21:51:00,1945
8/24/2024,21:52:00,1946
8/24/2024,21:53:00,1946
8/24/2024,21:54:00,1946
8/24/2024,21:55:00,1948
8/24/2024,21:56:00,1948
8/24/2024,21:57:00,1946
8/24/2024,21:58:00,1947
8/24/2024,21:59:00,1945
8/24/2024,22:00:00,1943
8/24/2024,22:01:00,1945
8/24/2024,22:02:00,1945
8/24/2024,22:03:00,1945
8/24/2024,22:04:00,1943
8/24/2024,22:05:00,1945
8/24/2024,22:06:00,1945
8/24/2024,22:07:00,1950
8/24/2024,22:08:00,1953
8/24/2024,22:09:00,1956
8/24/2024,22:10:00,1959
8/24/2024,22:11:00,1962
8/24/2024,22:12:00,1966
8/24/2024,22:13:00,1969
8/24/2024,22:14:00,1970
8/24/2024,22:15:00,1974
8/24/2024,22:16:00,1977
8/24/2024,22:17:00,1980
8/24/2024,22:18:00,1982
8/24/2024,22:19:00,1985
8/24/2024,22:20:00,1985
8/24/2024,22:21:00,1986
8/24/2024,22:22:00,1988
8/24/2024,22:23:00,1991
8/24/2024,22:24:00,1994
8/24/2024,22:25:00,1998
8/24/2024,22:26:00,1999
8/24/2024,22:27:00,2001
8/24/2024,22:28:00,2002
8/24/2024,22:29:00,2002
8/24/2024,22:30:00,2002
8/24/2024,22:31:00,2004
8/24/2024,22:32:00,2006
8/24/2024,22:33:00,2007
8/24/2024,22:34:00,2009
8/24/2024,22:35:00,2007
8/24/2024,22:36:00,2009
8/24/2024,22:37:00,2009
8/24/2024,22:38:00,2009
8/24/2024,22:39:00,2009
8/24/2024,22:40:00,2009
8/24/2024,22:41:00,2009
8/24/2024,22:42:00,2009
8/24/2024,22:43:00,2010
8/24/2024,22:44:00,2010
8/24/2024,22:45:00,2010
8/24/2024,22:46:00,2009
8/24/2024,22:47:00,2007
8/24/2024,22:48:00,2009
8/24/2024,22:49:00,2010
8/24/2024,22:50:00,2014
8/24/2024,22:51:00,2017
8/24/2024,22:52:00,2020
8/24/2024,22:53:00,2025
8/24/2024,22:54:00,2029
8/24/2024,22:55:00,2033
8/24/2024,22:56:00,2034
8/24/2024,22:57:00,2037
8/24/2024,22:58:00,2038
8/24/2024,22:59:00,2039
8/24/2024,23:00:00,2041
8/24/2024,23:01:00,2041
8/24/2024,23:02:00,2041
8/24/2024,23:03:00,2041
8/24/2024,23:04:00,2042
8/24/2024,23:05:00,2041
8/24/2024,23:06:00,2041
8/24/2024,23:07:00,2041
8/24/2024,23:08:00,2041
8/24/2024,23:09:00,2044
8/24/2024,23:10:00,2044
8/24/2024,23:11:00,2042
8/24/2024,23:12:00,2042
8/24/2024,23:13:00,2041
8/24/2024,23:14:00,2041
8/24/2024,23:15:00,2041
8/24/2024,23:16:00,2042
8/24/2024,23:17:00,2042
8/24/2024,23:18:00,2044
8/24/2024,23:19:00,2044
8/24/2024,23:20:00,2045
8/24/2024,23:21:00,2046
8/24/2024,23:22:00,2047
8/24/2024,23:23:00,2050
8/24/2024,23:24:00,2052
8/24/2024,23:25:00,2055
8/24/2024,23:26:00,2057
8/24/2024,23:27:00,2060
8/24/2024,23:28:00,2061
8/24/2024,23:29:00,2063
8/24/2024,23:30:00,2063
8/24/2024,23:31:00,2065
8/24/2024,23:32:00,2066
8/24/2024,23:33:00,2065
8/24/2024,23:34:00,2065
8/24/2024,23:35:00,2065
8/24/2024,23:36:00,2065
8/24/2024,23:37:00,2063
8/24/2024,23:38:00,2063
8/24/2024,23:39:00,2063
8/24/2024,23:40:00,2063
8/24/2024,23:41:00,2061
8/24/2024,23:42:00,2060
8/24/2024,23:43:00,2055
8/24/2024,23:44:00,2053
8/24/2024,23:45:00,2051
8/24/2024,23:46:00,2047
8/24/2024,23:47:00,2044
8/24/2024,23:48:00,2041
8/24/2024,23:49:00,2038
8/24/2024,23:50:00,2037
8/24/2024,23:51:00,2037
8/24/2024,23:52:00,2037
8/24/2024,23:53:00,2037
8/24/2024,23:54:00,2037
8/24/2024,23:55:00,2039
8/24/2024,23:56:00,2040
8/24/2024,23:57:00,2039
8/24/2024,23:58:00,2037
8/24/2024,23:59:00,2037
8/25/2024,0:00:00,2038
8/25/2024,0:01:00,2039
8/25/2024,0:02:00,2039
8/25/2024,0:03:00,2039
8/25/2024,0:04:00,2042
8/25/2024,0:05:00,2042
8/25/2024,0:06:00,2044
8/25/2024,0:07:00,2045
8/25/2024,0:08:00,2045
8/25/2024,0:09:00,2045
8/25/2024,0:10:00,2047
8/25/2024,0:11:00,2047
8/25/2024,0:12:00,2047
8/25/2024,0:13:00,2049
8/25/2024,0:14:00,2049
8/25/2024,0:15:00,2049
8/25/2024,0:16:00,2049
8/25/2024,0:17:00,2047
8/25/2024,0:18:00,2047
8/25/2024,0:19:00,2045
8/25/2024,0:20:00,2042
8/25/2024,0:21:00,2037
8/25/2024,0:22:00,2032
8/25/2024,0:23:00,2029
8/25/2024,0:24:00,2026
8/25/2024,0:25:00,2023
8/25/2024,0:26:00,2020
8/25/2024,0:27:00,2017
8/25/2024,0:28:00,2012
8/25/2024,0:29:00,2007
8/25/2024,0:30:00,2005
8/25/2024,0:31:00,2004
8/25/2024,0:32:00,2004
8/25/2024,0:33:00,2004
8/25/2024,0:34:00,2005
8/25/2024,0:35:00,2006
8/25/2024,0:36:00,2006
8/25/2024,0:37:00,2007
8/25/2024,0:38:00,2010
8/25/2024,0:39:00,2010
8/25/2024,0:40:00,2014
8/25/2024,0:41:00,2013
8/25/2024,0:42:00,2015
8/25/2024,0:43:00,2015
8/25/2024,0:44:00,2015
8/25/2024,0:45:00,2013
8/25/2024,0:46:00,2013
8/25/2024,0:47:00,2013
8/25/2024,0:48:00,2012
8/25/2024,0:49:00,2010
8/25/2024,0:50:00,2007
8/25/2024,0:51:00,2005
8/25/2024,0:52:00,2002
8/25/2024,0:53:00,2002
8/25/2024,0:54:00,2002
8/25/2024,0:55:00,2004
8/25/2024,0:56:00,2007
8/25/2024,0:57:00,2010
8/25/2024,0:58:00,2012
8/25/2024,0:59:00,2012
8/25/2024,1:00:00,2012
8/25/2024,1:01:00,2012
8/25/2024,1:02:00,2012
8/25/2024,1:03:00,2012
8/25/2024,1:04:00,2009
8/25/2024,1:05:00,2007
8/25/2024,1:06:00,2003
8/25/2024,1:07:00,2002
8/25/2024,1:08:00,2001
8/25/2024,1:09:00,1999
8/25/2024,1:10:00,1998
8/25/2024,1:11:00,1999
8/25/2024,1:12:00,1998
8/25/2024,1:13:00,1998
8/25/2024,1:14:00,1999
8/25/2024,1:15:00,1999
8/25/2024,1:16:00,1998
8/25/2024,1:17:00,1997
8/25/2024,1:18:00,1996
8/25/2024,1:19:00,1996
8/25/2024,1:20:00,1993
8/25/2024,1:21:00,1993
8/25/2024,1:22:00,1991
8/25/2024,1:23:00,1991
8/25/2024,1:24:00,1989
8/25/2024,1:25:00,1989
8/25/2024,1:26:00,1990
8/25/2024,1:27:00,1988
8/25/2024,1:28:00,1985
8/25/2024,1:29:00,1983
8/25/2024,1:30:00,1982
8/25/2024,1:31:00,1978
8/25/2024,1:32:00,1978
8/25/2024,1:33:00,1974
8/25/2024,1:34:00,1974
8/25/2024,1:35:00,1972
8/25/2024,1:36:00,1970
8/25/2024,1:37:00,1969
8/25/2024,1:38:00,1969
8/25/2024,1:39:00,1973
8/25/2024,1:40:00,1972
8/25/2024,1:41:00,1975
8/25/2024,1:42:00,1975
8/25/2024,1:43:00,1975
8/25/2024,1:44:00,1975
8/25/2024,1:45:00,1974
8/25/2024,1:46:00,1975
8/25/2024,1:47:00,1975
8/25/2024,1:48:00,1975
8/25/2024,1:49:00,1975
8/25/2024,1:50:00,1978
8/25/2024,1:51:00,1980
8/25/2024,1:52:00,1980
8/25/2024,1:53:00,1982
8/25/2024,1:54:00,1985
8/25/2024,1:55:00,1983
8/25/2024,1:56:00,1982
8/25/2024,1:57:00,1982
8/25/2024,1:58:00,1983
8/25/2024,1:59:00,1982
8/25/2024,2:00:00,1982
8/25/2024,2:01:00,1982
8/25/2024,2:02:00,1980
8/25/2024,2:03:00,1979
8/25/2024,2:04:00,1978
8/25/2024,2:05:00,1981
8/25/2024,2:06:00,1982
8/25/2024,2:07:00,1984
8/25/2024,2:08:00,1988
8/25/2024,2:09:00,1989
8/25/2024,2:10:00,1993
8/25/2024,2:11:00,1993
8/25/2024,2:12:00,1994
8/25/2024,2:13:00,1996
8/25/2024,2:14:00,1998
8/25/2024,2:15:00,1997
8/25/2024,2:16:00,1998
8/25/2024,2:17:00,1999
8/25/2024,2:18:00,2001
8/25/2024,2:19:00,2001
8/25/2024,2:20:00,1999
8/25/2024,2:21:00,2002
8/25/2024,2:22:00,2002
8/25/2024,2:23:00,2001
8/25/2024,2:24:00,1999
8/25/2024,2:25:00,1999
8/25/2024,2:26:00,1997
8/25/2024,2:27:00,1997
8/25/2024,2:28:00,1996
8/25/2024,2:29:00,1997
8/25/2024,2:30:00,1996
8/25/2024,2:31:00,1994
8/25/2024,2:32:00,1996
8/25/2024,2:33:00,1998
8/25/2024,2:34:00,1997
8/25/2024,2:35:00,1999
8/25/2024,2:36:00,1999
8/25/2024,2:37:00,2001
8/25/2024,2:38:00,2001
8/25/2024,2:39:00,2001
8/25/2024,2:40:00,2001
8/25/2024,2:41:00,1999
8/25/2024,2:42:00,2001
8/25/2024,2:43:00,2001
8/25/2024,2:44:00,2001
8/25/2024,2:45:00,2002
8/25/2024,2:46:00,2002
8/25/2024,2:47:00,2002
8/25/2024,2:48:00,2001
8/25/2024,2:49:00,2001
8/25/2024,2:50:00,1999
8/25/2024,2:51:00,1999
8/25/2024,2:52:00,2000
8/25/2024,2:53:00,2001
8/25/2024,2:54:00,2003
8/25/2024,2:55:00,2006
8/25/2024,2:56:00,2009
8/25/2024,2:57:00,2012
8/25/2024,2:58:00,2013
8/25/2024,2:59:00,2013
8/25/2024,3:00:00,2014
8/25/2024,3:01:00,2014
8/25/2024,3:02:00,2012
8/25/2024,3:03:00,2010
8/25/2024,3:04:00,2009
8/25/2024,3:05:00,2009
8/25/2024,3:06:00,2007
8/25/2024,3:07:00,2006
8/25/2024,3:08:00,2004
8/25/2024,3:09:00,2002
8/25/2024,3:10:00,2001
8/25/2024,3:11:00,1998
8/25/2024,3:12:00,1996
8/25/2024,3:13:00,1999
8/25/2024,3:14:00,2004
8/25/2024,3:15:00,2006
8/25/2024,3:16:00,2007
8/25/2024,3:17:00,2007
8/25/2024,3:18:00,2009
8/25/2024,3:19:00,2009
8/25/2024,3:20:00,2009
8/25/2024,3:21:00,2007
8/25/2024,3:22:00,2009
8/25/2024,3:23:00,2007
8/25/2024,3:24:00,2006
8/25/2024,3:25:00,2004
8/25/2024,3:26:00,2001
8/25/2024,3:27:00,2001
8/25/2024,3:28:00,2001
8/25/2024,3:29:00,2002
8/25/2024,3:30:00,2002
8/25/2024,3:31:00,2002
8/25/2024,3:32:00,2002
8/25/2024,3:33:00,2004
8/25/2024,3:34:00,2002
8/25/2024,3:35:00,2001
8/25/2024,3:36:00,2001
8/25/2024,3:37:00,2001
8/25/2024,3:38:00,1999
8/25/2024,3:39:00,1999
8/25/2024,3:40:00,1999
8/25/2024,3:41:00,1997
8/25/2024,3:42:00,1997
8/25/2024,3:43:00,1996
8/25/2024,3:44:00,1997
8/25/2024,3:45:00,1997
8/25/2024,3:46:00,1997
8/25/2024,3:47:00,1996
8/25/2024,3:48:00,1999
8/25/2024,3:49:00,1999
8/25/2024,3:50:00,1999
8/25/2024,3:51:00,1998
8/25/2024,3:52:00,1999
8/25/2024,3:53:00,2001
8/25/2024,3:54:00,1999
8/25/2024,3:55:00,1997
8/25/2024,3:56:00,1998
8/25/2024,3:57:00,1998
8/25/2024,3:58:00,1997
8/25/2024,3:59:00,1997
8/25/2024,4:00:00,1998
8/25/2024,4:01:00,1996
8/25/2024,4:02:00,1996
8/25/2024,4:03:00,1993
8/25/2024,4:04:00,1994
8/25/2024,4:05:00,1993
8/25/2024,4:06:00,1994
8/25/2024,4:07:00,1994
8/25/2024,4:08:00,1993
8/25/2024,4:09:00,1993
8/25/2024,4:10:00,1991
8/25/2024,4:11:00,1988
8/25/2024,4:12:00,1985
8/25/2024,4:13:00,1983
8/25/2024,4:14:00,1980
8/25/2024,4:15:00,1978
8/25/2024,4:16:00,1978
8/25/2024,4:17:00,1978
8/25/2024,4:18:00,1980
8/25/2024,4:19:00,1980
8/25/2024,4:20:00,1982
8/25/2024,4:21:00,1983
8/25/2024,4:22:00,1985
8/25/2024,4:23:00,1988
8/25/2024,4:24:00,1989
8/25/2024,4:25:00,1991
8/25/2024,4:26:00,1996
8/25/2024,4:27:00,1997
8/25/2024,4:28:00,2001
8/25/2024,4:29:00,2001
8/25/2024,4:30:00,2001
8/25/2024,4:31:00,2003
8/25/2024,4:32:00,2004
8/25/2024,4:33:00,2005
8/25/2024,4:34:00,2007
8/25/2024,4:35:00,2010
8/25/2024,4:36:00,2012
8/25/2024,4:37:00,2012
8/25/2024,4:38:00,2015
8/25/2024,4:39:00,2013
8/25/2024,4:40:00,2015
8/25/2024,4:41:00,2015
8/25/2024,4:42:00,2015
8/25/2024,4:43:00,2015
8/25/2024,4:44:00,2015
8/25/2024,4:45:00,2017
8/25/2024,4:46:00,2018
8/25/2024,4:47:00,2017
8/25/2024,4:48:00,2017
8/25/2024,4:49:00,2018
8/25/2024,4:50:00,2017
8/25/2024,4:51:00,2019
8/25/2024,4:52:00,2020
8/25/2024,4:53:00,2020
8/25/2024,4:54:00,2018
8/25/2024,4:55:00,2017
8/25/2024,4:56:00,2015
8/25/2024,4:57:00,2015
8/25/2024,4:58:00,2015
8/25/2024,4:59:00,2015
8/25/2024,5:00:00,2015
8/25/2024,5:01:00,2013
8/25/2024,5:02:00,2012
8/25/2024,5:03:00,2012
8/25/2024,5:04:00,2009
8/25/2024,5:05:00,2009
8/25/2024,5:06:00,2005
8/25/2024,5:07:00,2004
8/25/2024,5:08:00,2003
8/25/2024,5:09:00,2001
8/25/2024,5:10:00,1999
8/25/2024,5:11:00,1997
8/25/2024,5:12:00,1996
8/25/2024,5:13:00,1994
8/25/2024,5:14:00,1993
8/25/2024,5:15:00,1990
8/25/2024,5:16:00,1989
8/25/2024,5:17:00,1988
8/25/2024,5:18:00,1990
8/25/2024,5:19:00,1990
8/25/2024,5:20:00,1989
8/25/2024,5:21:00,1993
8/25/2024,5:22:00,1991
8/25/2024,5:23:00,1994
8/25/2024,5:24:00,1996
8/25/2024,5:25:00,1998
8/25/2024,5:26:00,1999
8/25/2024,5:27:00,2001
8/25/2024,5:28:00,2005
8/25/2024,5:29:00,2007
8/25/2024,5:30:00,2009
8/25/2024,5:31:00,2009
8/25/2024,5:32:00,2010
8/25/2024,5:33:00,2009
8/25/2024,5:34:00,2007
8/25/2024,5:35:00,2005
8/25/2024,5:36:00,2005
8/25/2024,5:37:00,2004
8/25/2024,5:38:00,2004
8/25/2024,5:39:00,2002
8/25/2024,5:40:00,2001
8/25/2024,5:41:00,2001
8/25/2024,5:42:00,2002
8/25/2024,5:43:00,2002
8/25/2024,5:44:00,2002
8/25/2024,5:45:00,2004
8/25/2024,5:46:00,2004
8/25/2024,5:47:00,2004
8/25/2024,5:48:00,2002
8/25/2024,5:49:00,2001
8/25/2024,5:50:00,2001
8/25/2024,5:51:00,2001
8/25/2024,5:52:00,2001
8/25/2024,5:53:00,2001
8/25/2024,5:54:00,1999
8/25/2024,5:55:00,1997
8/25/2024,5:56:00,1996
8/25/2024,5:57:00,1994
8/25/2024,5:58:00,1994
8/25/2024,5:59:00,1992
8/25/2024,6:00:00,1988
8/25/2024,6:01:00,1986
8/25/2024,6:02:00,1985
8/25/2024,6:03:00,1986
8/25/2024,6:04:00,1985
8/25/2024,6:05:00,1985
8/25/2024,6:06:00,1985
8/25/2024,6:07:00,1986
8/25/2024,6:08:00,1988
8/25/2024,6:09:00,1989
8/25/2024,6:10:00,1990
8/25/2024,6:11:00,1991
8/25/2024,6:12:00,1990
8/25/2024,6:13:00,1991
8/25/2024,6:14:00,1992
8/25/2024,6:15:00,1993
8/25/2024,6:16:00,1991
8/25/2024,6:17:00,1993
8/25/2024,6:18:00,1994
8/25/2024,6:19:00,1992
8/25/2024,6:20:00,1993
8/25/2024,6:21:00,1993
8/25/2024,6:22:00,1993
8/25/2024,6:23:00,1991
8/25/2024,6:24:00,1991
8/25/2024,6:25:00,1992
8/25/2024,6:26:00,1993
8/25/2024,6:27:00,1993
8/25/2024,6:28:00,1992
8/25/2024,6:29:00,1991
8/25/2024,6:30:00,1991
8/25/2024,6:31:00,1991
8/25/2024,6:32:00,1991
8/25/2024,6:33:00,1990
8/25/2024,6:34:00,1988
8/25/2024,6:35:00,1988
8/25/2024,6:36:00,1986
8/25/2024,6:37:00,1986
8/25/2024,6:38:00,1985
8/25/2024,6:39:00,1983
8/25/2024,6:40:00,1982
8/25/2024,6:41:00,1978
8/25/2024,6:42:00,1977
8/25/2024,6:43:00,1975
8/25/2024,6:44:00,1974
8/25/2024,6:45:00,1972
8/25/2024,6:46:00,1972
8/25/2024,6:47:00,1974
8/25/2024,6:48:00,1974
8/25/2024,6:49:00,1975
8/25/2024,6:50:00,1975
8/25/2024,6:51:00,1974
8/25/2024,6:52:00,1975
8/25/2024,6:53:00,1975
8/25/2024,6:54:00,1974
8/25/2024,6:55:00,1975
8/25/2024,6:56:00,1972
8/25/2024,6:57:00,1970
8/25/2024,6:58:00,1970
8/25/2024,6:59:00,1969
8/25/2024,7:00:00,1969
8/25/2024,7:01:00,1968
8/25/2024,7:02:00,1969
8/25/2024,7:03:00,1970
8/25/2024,7:04:00,1969
8/25/2024,7:05:00,1969
8/25/2024,7:06:00,1969
8/25/2024,7:07:00,1969
8/25/2024,7:08:00,1967
8/25/2024,7:09:00,1967
8/25/2024,7:10:00,1967
8/25/2024,7:11:00,1967
8/25/2024,7:12:00,1969
8/25/2024,7:13:00,1969
8/25/2024,7:14:00,1970
8/25/2024,7:15:00,1971
8/25/2024,7:16:00,1972
8/25/2024,7:17:00,1972
8/25/2024,7:18:00,1971
8/25/2024,7:19:00,1972
8/25/2024,7:20:00,1972
8/25/2024,7:21:00,1972
8/25/2024,7:22:00,1970
8/25/2024,7:23:00,1970
8/25/2024,7:24:00,1969
8/25/2024,7:25:00,1972
8/25/2024,7:26:00,1970
8/25/2024,7:27:00,1971
8/25/2024,7:28:00,1974
8/25/2024,7:29:00,1971
8/25/2024,7:30:00,1969
8/25/2024,7:31:00,1969
8/25/2024,7:32:00,1967
8/25/2024,7:33:00,1969
8/25/2024,7:34:00,1969
8/25/2024,7:35:00,1971
8/25/2024,7:36:00,1970
8/25/2024,7:37:00,1971
8/25/2024,7:38:00,1972
8/25/2024,7:39:00,1974
8/25/2024,7:40:00,1977
8/25/2024,7:41:00,1982
8/25/2024,7:42:00,1986
8/25/2024,7:43:00,1993
8/25/2024,7:44:00,1998
8/25/2024,7:45:00,2003
8/25/2024,7:46:00,2005
8/25/2024,7:47:00,2007
8/25/2024,7:48:00,2010
8/25/2024,7:49:00,2012
8/25/2024,7:50:00,2014
8/25/2024,7:51:00,2014
8/25/2024,7:52:00,2015
8/25/2024,7:53:00,2017
8/25/2024,7:54:00,2018
8/25/2024,7:55:00,2018
8/25/2024,7:56:00,2020
8/25/2024,7:57:00,2022
8/25/2024,7:58:00,2025
8/25/2024,7:59:00,2031
8/25/2024,8:00:00,2036
8/25/2024,8:01:00,2038
8/25/2024,8:02:00,2041
8/25/2024,8:03:00,2043
8/25/2024,8:04:00,2044
8/25/2024,8:05:00,2045
8/25/2024,8:06:00,2047
8/25/2024,8:07:00,2049
8/25/2024,8:08:00,2050
8/25/2024,8:09:00,2050
8/25/2024,8:10:00,2055
8/25/2024,8:11:00,2058
8/25/2024,8:12:00,2062
8/25/2024,8:13:00,2063
8/25/2024,8:14:00,2066
8/25/2024,8:15:00,2068
8/25/2024,8:16:00,2070
8/25/2024,8:17:00,2073
8/25/2024,8:18:00,2074
8/25/2024,8:19:00,2075
8/25/2024,8:20:00,2077
8/25/2024,8:21:00,2077
8/25/2024,8:22:00,2079
8/25/2024,8:23:00,2082
8/25/2024,8:24:00,2084
8/25/2024,8:25:00,2085
8/25/2024,8:26:00,2085
8/25/2024,8:27:00,2087
8/25/2024,8:28:00,2085
8/25/2024,8:29:00,2087
8/25/2024,8:30:00,2087
8/25/2024,8:31:00,2088
8/25/2024,8:32:00,2086
8/25/2024,8:33:00,2083
8/25/2024,8:34:00,2081
8/25/2024,8:35:00,2077
8/25/2024,8:36:00,2074
8/25/2024,8:37:00,2074
8/25/2024,8:38:00,2071
8/25/2024,8:39:00,2069
8/25/2024,8:40:00,2070
8/25/2024,8:41:00,2068
8/25/2024,8:42:00,2066
8/25/2024,8:43:00,2065
8/25/2024,8:44:00,2064
8/25/2024,8:45:00,2065
8/25/2024,8:46:00,2063
8/25/2024,8:47:00,2063
8/25/2024,8:48:00,2062
8/25/2024,8:49:00,2061
8/25/2024,8:50:00,2060
8/25/2024,8:51:00,2060
8/25/2024,8:52:00,2060
8/25/2024,8:53:00,2058
8/25/2024,8:54:00,2058
8/25/2024,8:55:00,2058
8/25/2024,8:56:00,2055
8/25/2024,8:57:00,2055
8/25/2024,8:58:00,2052
8/25/2024,8:59:00,2052
8/25/2024,9:00:00,2052
8/25/2024,9:01:00,2052
8/25/2024,9:02:00,2053
8/25/2024,9:03:00,2052
8/25/2024,9:04:00,2051
8/25/2024,9:05:00,2049
8/25/2024,9:06:00,2047
8/25/2024,9:07:00,2043
8/25/2024,9:08:00,2041
8/25/2024,9:09:00,2037
8/25/2024,9:10:00,2034
8/25/2024,9:11:00,2030
8/25/2024,9:12:00,2028
8/25/2024,9:13:00,2025
8/25/2024,9:14:00,2021
8/25/2024,9:15:00,2020
8/25/2024,9:16:00,2020
8/25/2024,9:17:00,2018
8/25/2024,9:18:00,2018
8/25/2024,9:19:00,2015
8/25/2024,9:20:00,2013
8/25/2024,9:21:00,2013
8/25/2024,9:22:00,2013
8/25/2024,9:23:00,2014
8/25/2024,9:24:00,2013
8/25/2024,9:25:00,2013
8/25/2024,9:26:00,2014
8/25/2024,9:27:00,2013
8/25/2024,9:28:00,2014
8/25/2024,9:29:00,2015
8/25/2024,9:30:00,2015
8/25/2024,9:31:00,2015
8/25/2024,9:32:00,2015
8/25/2024,9:33:00,2017
8/25/2024,9:34:00,2017
8/25/2024,9:35:00,2017
8/25/2024,9:36:00,2018
8/25/2024,9:37:00,2020
8/25/2024,9:38:00,2020
8/25/2024,9:39:00,2020
8/25/2024,9:40:00,2020
8/25/2024,9:41:00,2020
8/25/2024,9:42:00,2021
8/25/2024,9:43:00,2021
8/25/2024,9:44:00,2022
8/25/2024,9:45:00,2023
8/25/2024,9:46:00,2023
8/25/2024,9:47:00,2025
8/25/2024,9:48:00,2026
8/25/2024,9:49:00,2025
8/25/2024,9:50:00,2025
8/25/2024,9:51:00,2025
8/25/2024,9:52:00,2023
8/25/2024,9:53:00,2020
8/25/2024,9:54:00,2022
8/25/2024,9:55:00,2020
8/25/2024,9:56:00,2020
8/25/2024,9:57:00,2019
8/25/2024,9:58:00,2018
8/25/2024,9:59:00,2020
8/25/2024,10:00:00,2019
8/25/2024,10:01:00,2019
8/25/2024,10:02:00,2017
8/25/2024,10:03:00,2015
8/25/2024,10:04:00,2015
8/25/2024,10:05:00,2015
8/25/2024,10:06:00,2014
8/25/2024,10:07:00,2014
8/25/2024,10:08:00,2015
8/25/2024,10:09:00,2015
8/25/2024,10:10:00,2013
8/25/2024,10:11:00,2014
8/25/2024,10:12:00,2014
8/25/2024,10:13:00,2015
8/25/2024,10:14:00,2014
8/25/2024,10:15:00,2014
8/25/2024,10:16:00,2015
8/25/2024,10:17:00,2015
8/25/2024,10:18:00,2019
8/25/2024,10:19:00,2018
8/25/2024,10:20:00,2020
8/25/2024,10:21:00,2020
8/25/2024,10:22:00,2020
8/25/2024,10:23:00,2018
8/25/2024,10:24:00,2014
8/25/2024,10:25:00,2012
8/25/2024,10:26:00,2010
8/25/2024,10:27:00,2007
8/25/2024,10:28:00,2006
8/25/2024,10:29:00,2002
8/25/2024,10:30:00,2004
8/25/2024,10:31:00,2004
8/25/2024,10:32:00,2004
8/25/2024,10:33:00,2005
8/25/2024,10:34:00,2007
8/25/2024,10:35:00,2007
8/25/2024,10:36:00,2009
8/25/2024,10:37:00,2009
8/25/2024,10:38:00,2010
8/25/2024,10:39:00,2010
8/25/2024,10:40:00,2010
8/25/2024,10:41:00,2012
8/25/2024,10:42:00,2013
8/25/2024,10:43:00,2014
8/25/2024,10:44:00,2014
8/25/2024,10:45:00,2013
8/25/2024,10:46:00,2015
8/25/2024,10:47:00,2015
8/25/2024,10:48:00,2017
8/25/2024,10:49:00,2018
8/25/2024,10:50:00,2022
8/25/2024,10:51:00,2021
8/25/2024,10:52:00,2022
8/25/2024,10:53:00,2021
8/25/2024,10:54:00,2025
8/25/2024,10:55:00,2023
8/25/2024,10:56:00,2025
8/25/2024,10:57:00,2027
8/25/2024,10:58:00,2026
8/25/2024,10:59:00,2025
8/25/2024,11:00:00,2025
8/25/2024,11:01:00,2025
8/25/2024,11:02:00,2023
8/25/2024,11:03:00,2023
8/25/2024,11:04:00,2023
8/25/2024,11:05:00,2023
8/25/2024,11:06:00,2023
8/25/2024,11:07:00,2022
8/25/2024,11:08:00,2020
8/25/2024,11:09:00,2022
8/25/2024,11:10:00,2021
8/25/2024,11:11:00,2020
8/25/2024,11:12:00,2021
8/25/2024,11:13:00,2023
8/25/2024,11:14:00,2025
8/25/2024,11:15:00,2026
8/25/2024,11:16:00,2028
8/25/2024,11:17:00,2029
8/25/2024,11:18:00,2028
8/25/2024,11:19:00,2028
8/25/2024,11:20:00,2028
8/25/2024,11:21:00,2030
8/25/2024,11:22:00,2028
8/25/2024,11:23:00,2026
8/25/2024,11:24:00,2023
8/25/2024,11:25:00,2023
8/25/2024,11:26:00,2023
8/25/2024,11:27:00,2021
8/25/2024,11:28:00,2020
8/25/2024,11:29:00,2018
8/25/2024,11:30:00,2019
8/25/2024,11:31:00,2019
8/25/2024,11:32:00,2020
8/25/2024,11:33:00,2021
8/25/2024,11:34:00,2021
8/25/2024,11:35:00,2023
8/25/2024,11:36:00,2022
